trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,IN,2026-04-06,1,evening,2026-04-06 20:45:00.000,2026-04-07 00:08:13.200,203.22,31.82,7,False,True
NEW_0049,OUT,2026-04-07,1,morning,2026-04-07 00:00:00.000,2026-04-07 04:01:30.000,241.5,59.09,13,False,False
NEW_0048,OUT,2026-04-07,2,morning,2026-04-07 00:15:00.000,2026-04-07 03:02:37.800,167.63,63.64,14,False,False
NEW_0050,OUT,2026-04-07,3,morning,2026-04-07 01:00:00.000,2026-04-07 02:31:30.600,91.51,63.64,14,False,False
NEW_0051,OUT,2026-04-07,4,morning,2026-04-07 01:00:00.000,2026-04-07 04:46:23.400,226.39,27.27,6,False,False
NEW_0052,OUT,2026-04-07,5,morning,2026-04-07 03:00:00.000,2026-04-07 06:09:43.800,189.73,86.36,19,False,False
NEW_0054,OUT,2026-04-07,6,morning,2026-04-07 03:00:00.000,2026-04-07 03:44:02.400,44.04,77.27,17,False,False
NEW_0057,OUT,2026-04-07,7,morning,2026-04-07 03:00:00.000,2026-04-07 04:03:35.400,63.59,59.09,13,False,False
NEW_0059,OUT,2026-04-07,8,morning,2026-04-07 03:00:00.000,2026-04-07 07:57:31.800,297.53,59.09,13,False,False
NEW_0053,OUT,2026-04-07,9,morning,2026-04-07 03:15:00.000,2026-04-07 04:23:14.400,68.24,68.18,15,False,False
NEW_0055,OUT,2026-04-07,10,morning,2026-04-07 03:15:00.000,2026-04-07 04:30:28.800,75.48,68.18,15,False,False
NEW_0056,OUT,2026-04-07,11,morning,2026-04-07 03:30:00.000,2026-04-07 04:54:09.600,84.16,77.27,17,False,False
NEW_0058,OUT,2026-04-07,12,morning,2026-04-07 03:30:00.000,2026-04-07 05:35:47.400,125.79,50.0,11,False,False
NEW_0060,OUT,2026-04-07,13,morning,2026-04-07 03:30:00.000,2026-04-07 07:20:22.200,230.37,9.09,2,False,False
NEW_0002,MIXED,2026-04-07,3,morning,2026-04-07 04:00:00.000,2026-04-07 04:47:09.000,47.15,100.0,24,False,False
NEW_0010,IN,2026-04-07,6,morning,2026-04-07 04:15:00.000,2026-04-07 08:39:01.800,264.03,36.36,8,False,False
NEW_0003,IN,2026-04-07,2,morning,2026-04-07 04:30:00.000,2026-04-07 06:19:19.200,109.32,59.09,13,False,False
NEW_0005,IN,2026-04-07,7,morning,2026-04-07 04:45:00.000,2026-04-07 09:24:20.400,279.34,81.82,18,False,False
NEW_0061,OUT,2026-04-07,9,morning,2026-04-07 05:00:00.000,2026-04-07 08:11:15.600,191.26,100.0,22,False,False
NEW_0067,OUT,2026-04-07,1,morning,2026-04-07 05:30:00.000,2026-04-07 06:51:37.800,81.63,68.18,15,False,False
NEW_0065,OUT,2026-04-07,3,morning,2026-04-07 05:30:00.000,2026-04-07 06:28:12.000,58.2,95.45,21,False,False
NEW_0066,OUT,2026-04-07,4,morning,2026-04-07 05:30:00.000,2026-04-07 06:32:01.200,62.02,90.91,20,False,False
NEW_0064,OUT,2026-04-07,10,morning,2026-04-07 05:30:00.000,2026-04-07 06:51:37.200,81.62,100.0,22,False,False
NEW_0062,OUT,2026-04-07,11,morning,2026-04-07 05:30:00.000,2026-04-07 06:35:06.600,65.11,100.0,22,False,False
NEW_0068,OUT,2026-04-07,12,morning,2026-04-07 06:30:00.000,2026-04-07 10:59:42.000,269.7,59.09,13,False,False
NEW_0069,OUT,2026-04-07,5,morning,2026-04-07 06:39:43.800,2026-04-07 08:14:49.200,95.09,54.55,12,False,False
NEW_0070,OUT,2026-04-07,2,morning,2026-04-07 06:49:19.200,2026-04-07 07:32:15.000,42.93,40.91,9,True,False
NEW_0006,MIXED,2026-04-07,11,morning,2026-04-07 07:15:00.000,2026-04-07 11:36:47.400,261.79,72.73,24,False,False
