duty_id,bus_id,service_date,rotation_tag,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0001,1,2026-04-06,evening,2026-04-06 20:45:00,2026-04-07 00:08:13.200,1,203.22,31.82,0,1,203.22,0.0,False
DUTY_0003,1,2026-04-07,morning,2026-04-07 00:00:00,2026-04-07 06:51:37.800,2,323.13,63.635000000000005,0,0,411.63,0.0,False
DUTY_0005,2,2026-04-07,morning,2026-04-07 00:15:00,2026-04-07 07:32:15.000,3,319.88,54.54666666666666,1,0,437.25,0.0,False
DUTY_0007,3,2026-04-07,morning,2026-04-07 01:00:00,2026-04-07 09:11:43.800,4,253.59,81.8175,0,0,491.72999999999996,0.0,False
DUTY_0009,4,2026-04-07,morning,2026-04-07 01:00:00,2026-04-07 09:27:33.600,3,360.96999999999997,57.57666666666666,0,0,507.56,0.0,False
DUTY_0011,5,2026-04-07,morning,2026-04-07 03:00:00,2026-04-07 11:54:36.600,4,427.2,55.6825,1,0,534.61,0.0,False
DUTY_0013,6,2026-04-07,morning,2026-04-07 03:00:00,2026-04-07 10:42:44.400,3,380.81,49.99666666666667,0,0,462.74,0.0,False
DUTY_0015,7,2026-04-07,morning,2026-04-07 03:00:00,2026-04-07 11:15:46.800,3,418.7099999999999,63.63666666666666,0,0,495.78,0.0,False
DUTY_0017,8,2026-04-07,morning,2026-04-07 03:00:00,2026-04-07 11:25:07.200,3,421.95,56.06,0,0,505.12,0.0,False
DUTY_0019,9,2026-04-07,morning,2026-04-07 03:15:00,2026-04-07 11:44:51.600,4,409.36,65.9075,1,0,509.85999999999996,0.0,False
DUTY_0021,10,2026-04-07,morning,2026-04-07 03:15:00,2026-04-07 10:52:34.200,4,300.0,67.045,0,0,457.57,0.0,False
DUTY_0023,11,2026-04-07,morning,2026-04-07 03:30:00,2026-04-07 11:36:47.400,3,411.06,83.33333333333333,0,0,486.79,0.0,False
DUTY_0025,12,2026-04-07,morning,2026-04-07 03:30:00,2026-04-07 10:59:42.000,2,395.49,54.545,0,0,449.7,0.0,False
DUTY_0027,13,2026-04-07,morning,2026-04-07 03:30:00,2026-04-07 11:29:13.200,3,398.87,31.819999999999997,0,0,479.22,0.0,False
DUTY_0002,1,2026-04-07,evening,2026-04-07 14:30:00,2026-04-07 22:17:00.600,2,401.86,36.365,0,2,467.01,0.0,False
DUTY_0004,2,2026-04-07,evening,2026-04-07 14:30:00,2026-04-07 21:52:10.200,2,412.17,61.365,1,2,442.17,0.0,False
DUTY_0006,3,2026-04-07,evening,2026-04-07 15:00:00,2026-04-07 20:35:49.800,2,305.83000000000004,93.18,0,2,335.83,0.0,False
DUTY_0008,4,2026-04-07,evening,2026-04-07 15:00:00,2026-04-07 21:18:36.600,2,317.64,38.635000000000005,0,2,378.60999999999996,0.0,False
DUTY_0010,5,2026-04-07,evening,2026-04-07 15:00:00,2026-04-07 21:41:27.000,2,371.45,27.27,1,2,401.45,0.0,False
DUTY_0012,6,2026-04-07,evening,2026-04-07 15:45:00,2026-04-07 20:28:04.200,1,283.07,100.0,0,1,283.07,0.0,False
DUTY_0014,7,2026-04-07,evening,2026-04-07 16:00:00,2026-04-07 21:13:23.400,2,274.11,72.725,0,2,313.39000000000004,0.0,False
DUTY_0016,8,2026-04-07,evening,2026-04-07 16:15:00,2026-04-07 23:06:19.200,3,286.05,66.66666666666667,0,3,411.32,0.0,False
DUTY_0018,9,2026-04-07,evening,2026-04-07 16:30:00,2026-04-07 21:13:13.200,3,210.64000000000001,53.03333333333333,0,3,283.22,0.0,False
DUTY_0020,10,2026-04-07,evening,2026-04-07 16:45:00,2026-04-08 01:09:20.400,2,429.01,61.36,0,2,504.34000000000003,0.0,False
DUTY_0022,11,2026-04-07,evening,2026-04-07 17:00:00,2026-04-07 21:15:57.600,1,255.96,68.18,0,1,255.96,0.0,False
DUTY_0024,12,2026-04-07,evening,2026-04-07 17:15:00,2026-04-08 00:43:43.200,3,287.62,78.78666666666668,0,3,448.72,0.0,False
DUTY_0026,13,2026-04-07,evening,2026-04-07 17:15:00,2026-04-08 00:28:47.400,3,270.21000000000004,75.75666666666667,0,3,433.79,0.0,False
