trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,IN,2026-04-04,1,evening,2026-04-04 20:45:00.000,2026-04-05 00:08:13.200,203.22,31.82,7,False,True
NEW_0002,IN,2026-04-05,1,morning,2026-04-05 04:00:00.000,2026-04-05 04:11:20.400,11.34,9.09,2,False,False
NEW_0005,IN,2026-04-05,2,morning,2026-04-05 04:15:00.000,2026-04-05 08:49:12.000,274.2,77.27,17,False,False
NEW_0003,IN,2026-04-05,3,morning,2026-04-05 04:30:00.000,2026-04-05 06:19:19.200,109.32,59.09,13,False,False
NEW_0010,IN,2026-04-05,4,morning,2026-04-05 04:30:00.000,2026-04-05 08:42:05.400,252.09,31.82,7,False,False
NEW_0013,MIXED,2026-04-05,5,morning,2026-04-05 06:15:00.000,2026-04-05 11:03:09.000,288.15,59.09,20,False,False
NEW_0014,IN,2026-04-05,6,morning,2026-04-05 06:45:00.000,2026-04-05 11:26:49.800,281.83,68.18,15,False,False
NEW_0006,IN,2026-04-05,7,morning,2026-04-05 07:15:00.000,2026-04-05 08:37:12.600,82.21,68.18,15,False,False
NEW_0008,IN,2026-04-05,8,morning,2026-04-05 07:30:00.000,2026-04-05 08:36:51.600,66.86,50.0,11,False,False
NEW_0011,IN,2026-04-05,9,morning,2026-04-05 08:00:00.000,2026-04-05 09:26:58.800,86.98,31.82,7,False,False
NEW_0007,IN,2026-04-05,10,morning,2026-04-05 08:15:00.000,2026-04-05 09:27:33.600,72.56,63.64,14,False,False
NEW_0009,IN,2026-04-05,11,morning,2026-04-05 08:15:00.000,2026-04-05 09:15:19.800,60.33,45.45,10,False,False
NEW_0004,IN,2026-04-05,12,morning,2026-04-05 08:30:00.000,2026-04-05 09:16:39.000,46.65,81.82,18,False,False
NEW_0021,IN,2026-04-05,13,morning,2026-04-05 08:45:00.000,2026-04-05 11:17:59.400,152.99,40.91,9,False,False
NEW_0012,IN,2026-04-05,3,morning,2026-04-05 09:00:00.000,2026-04-05 10:17:05.400,77.09,31.82,7,False,False
NEW_0019,IN,2026-04-05,8,morning,2026-04-05 09:30:00.000,2026-04-05 10:40:07.200,70.12,50.0,11,False,False
NEW_0017,IN,2026-04-05,10,morning,2026-04-05 10:00:00.000,2026-04-05 11:15:46.800,75.78,50.0,11,False,False
NEW_0016,IN,2026-04-05,12,morning,2026-04-05 10:00:00.000,2026-04-05 11:21:37.200,81.62,68.18,15,False,False
NEW_0020,IN,2026-04-05,7,morning,2026-04-05 10:30:00.000,2026-04-05 11:28:37.800,58.63,36.36,8,False,False
NEW_0018,IN,2026-04-05,9,morning,2026-04-05 10:30:00.000,2026-04-05 11:20:42.000,50.7,40.91,9,False,False
NEW_0015,MIXED,2026-04-05,11,morning,2026-04-05 10:30:00.000,2026-04-05 11:16:27.600,46.46,50.0,13,False,False
NEW_0022,IN,2026-04-05,4,morning,2026-04-05 10:45:00.000,2026-04-05 12:25:04.200,100.07,54.55,12,False,False
NEW_0023,IN,2026-04-05,13,morning,2026-04-05 12:30:00.000,2026-04-05 14:09:17.400,99.29,45.45,10,False,False
NEW_0027,IN,2026-04-05,12,morning,2026-04-05 12:45:00.000,2026-04-05 17:27:20.400,282.34,54.55,12,False,False
NEW_0024,MIXED,2026-04-05,10,morning,2026-04-05 13:30:00.000,2026-04-05 16:44:41.400,194.69,100.0,27,False,False
NEW_0026,IN,2026-04-05,1,evening,2026-04-05 14:30:00.000,2026-04-05 16:24:51.000,114.85,63.64,14,False,True
NEW_0035,IN,2026-04-05,2,evening,2026-04-05 14:45:00.000,2026-04-05 19:27:39.600,282.66,63.64,14,False,True
NEW_0025,IN,2026-04-05,3,evening,2026-04-05 15:00:00.000,2026-04-05 16:14:01.800,74.03,45.45,10,False,True
NEW_0034,IN,2026-04-05,4,evening,2026-04-05 15:00:00.000,2026-04-05 19:28:44.400,268.74,40.91,9,False,True
NEW_0051,OUT,2026-04-05,5,evening,2026-04-05 16:00:00.000,2026-04-05 16:47:15.000,47.25,36.36,8,False,True
NEW_0033,MIXED,2026-04-05,6,evening,2026-04-05 16:15:00.000,2026-04-05 18:13:43.200,118.72,68.18,23,False,True
NEW_0031,MIXED,2026-04-05,7,evening,2026-04-05 16:30:00.000,2026-04-05 18:04:51.600,94.86,72.73,26,False,True
NEW_0045,IN,2026-04-05,8,evening,2026-04-05 16:30:00.000,2026-04-05 21:25:53.400,295.89,36.36,8,False,True
NEW_0032,IN,2026-04-05,9,evening,2026-04-05 17:00:00.000,2026-04-05 18:19:18.000,79.3,72.73,16,False,True
NEW_0038,IN,2026-04-05,10,evening,2026-04-05 17:15:00.000,2026-04-05 20:21:55.200,186.92,100.0,22,False,True
NEW_0029,IN,2026-04-05,11,evening,2026-04-05 17:15:00.000,2026-04-05 18:23:14.400,68.24,90.91,20,False,True
NEW_0030,IN,2026-04-05,13,evening,2026-04-05 17:15:00.000,2026-04-05 18:18:35.400,63.59,63.64,14,False,True
NEW_0055,OUT,2026-04-05,3,evening,2026-04-05 18:00:00.000,2026-04-05 18:49:14.400,49.24,50.0,11,False,True
NEW_0054,OUT,2026-04-05,5,evening,2026-04-05 18:00:00.000,2026-04-05 19:13:13.800,73.23,54.55,12,False,True
NEW_0053,OUT,2026-04-05,12,evening,2026-04-05 18:00:00.000,2026-04-05 19:22:12.600,82.21,68.18,15,False,True
NEW_0041,MIXED,2026-04-05,1,evening,2026-04-05 18:30:00.000,2026-04-05 20:55:48.000,145.8,100.0,31,False,True
NEW_0042,MIXED,2026-04-05,7,evening,2026-04-05 18:34:51.600,2026-04-05 20:26:52.200,112.01,100.0,33,False,True
NEW_0044,MIXED,2026-04-05,6,evening,2026-04-05 18:43:43.200,2026-04-05 20:49:16.800,125.56,63.64,22,False,True
NEW_0043,MIXED,2026-04-05,11,evening,2026-04-05 19:00:00.000,2026-04-05 21:10:10.800,130.18,100.0,37,False,True
NEW_0039,MIXED,2026-04-05,13,evening,2026-04-05 19:15:00.000,2026-04-05 20:58:34.200,103.57,100.0,31,False,True
NEW_0040,IN,2026-04-05,3,evening,2026-04-05 19:30:00.000,2026-04-05 20:15:39.600,45.66,77.27,17,False,True
NEW_0036,MIXED,2026-04-05,9,evening,2026-04-05 19:30:00.000,2026-04-05 21:20:10.200,110.17,95.45,32,False,True
NEW_0047,IN,2026-04-05,5,evening,2026-04-05 19:45:00.000,2026-04-05 22:23:49.800,158.83,9.09,2,False,True
NEW_0059,OUT,2026-04-05,2,evening,2026-04-05 19:57:39.600,2026-04-06 00:39:37.800,281.97,36.36,8,True,True
NEW_0046,IN,2026-04-05,4,evening,2026-04-05 20:00:00.000,2026-04-05 21:50:12.600,110.21,50.0,11,True,True
NEW_0063,OUT,2026-04-05,12,evening,2026-04-05 20:30:00.000,2026-04-06 01:12:25.200,282.42,54.55,12,False,True
NEW_0067,OUT,2026-04-05,10,evening,2026-04-05 21:30:00.000,2026-04-06 02:17:25.800,287.43,36.36,8,False,True
NEW_0068,OUT,2026-04-05,11,evening,2026-04-05 23:30:00.000,2026-04-06 01:08:54.000,98.9,90.91,20,False,True
NEW_0069,OUT,2026-04-05,13,evening,2026-04-05 23:30:00.000,2026-04-06 00:20:13.200,50.22,36.36,8,False,True
