trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,IN,2026-04-05,1,evening,2026-04-05 19:15:00.000,2026-04-06 00:14:22.200,299.37,40.91,9,False,True
NEW_0046,OUT,2026-04-06,1,morning,2026-04-06 00:15:00.000,2026-04-06 03:02:37.800,167.63,72.73,16,False,False
NEW_0047,OUT,2026-04-06,2,morning,2026-04-06 01:00:00.000,2026-04-06 02:31:30.600,91.51,68.18,15,False,False
NEW_0048,OUT,2026-04-06,3,morning,2026-04-06 01:30:00.000,2026-04-06 03:23:09.000,113.15,68.18,15,False,False
NEW_0049,OUT,2026-04-06,4,morning,2026-04-06 02:30:00.000,2026-04-06 06:41:04.800,251.08,45.45,10,False,False
NEW_0050,OUT,2026-04-06,5,morning,2026-04-06 03:00:00.000,2026-04-06 06:09:43.800,189.73,81.82,18,False,False
NEW_0055,OUT,2026-04-06,6,morning,2026-04-06 03:00:00.000,2026-04-06 04:19:18.000,79.3,77.27,17,False,False
NEW_0051,OUT,2026-04-06,7,morning,2026-04-06 03:15:00.000,2026-04-06 04:23:14.400,68.24,90.91,20,False,False
NEW_0052,OUT,2026-04-06,8,morning,2026-04-06 03:15:00.000,2026-04-06 03:59:02.400,44.04,90.91,20,False,False
NEW_0054,OUT,2026-04-06,9,morning,2026-04-06 03:30:00.000,2026-04-06 04:33:35.400,63.59,72.73,16,False,False
NEW_0053,OUT,2026-04-06,10,morning,2026-04-06 03:30:00.000,2026-04-06 04:31:45.600,61.76,50.0,11,False,False
NEW_0056,OUT,2026-04-06,11,morning,2026-04-06 03:30:00.000,2026-04-06 05:33:03.600,123.06,50.0,11,False,False
NEW_0002,MIXED,2026-04-06,12,morning,2026-04-06 04:00:00.000,2026-04-06 07:54:49.200,234.82,40.91,11,False,False
NEW_0003,IN,2026-04-06,13,morning,2026-04-06 04:30:00.000,2026-04-06 06:19:19.200,109.32,59.09,13,False,False
NEW_0006,IN,2026-04-06,8,morning,2026-04-06 04:45:00.000,2026-04-06 09:24:20.400,279.34,77.27,17,False,False
NEW_0063,OUT,2026-04-06,2,morning,2026-04-06 05:00:00.000,2026-04-06 06:07:31.800,67.53,90.91,20,False,False
NEW_0064,OUT,2026-04-06,3,morning,2026-04-06 05:00:00.000,2026-04-06 05:57:07.200,57.12,100.0,22,False,False
NEW_0061,OUT,2026-04-06,6,morning,2026-04-06 05:00:00.000,2026-04-06 05:40:47.400,40.79,100.0,22,False,False
NEW_0059,OUT,2026-04-06,7,morning,2026-04-06 05:00:00.000,2026-04-06 09:33:51.600,273.86,100.0,22,False,False
NEW_0007,IN,2026-04-06,9,morning,2026-04-06 05:15:00.000,2026-04-06 09:25:57.000,250.95,54.55,12,False,False
NEW_0062,OUT,2026-04-06,1,morning,2026-04-06 05:30:00.000,2026-04-06 06:54:09.600,84.16,95.45,21,False,False
NEW_0060,OUT,2026-04-06,10,morning,2026-04-06 05:30:00.000,2026-04-06 06:35:06.600,65.11,100.0,22,False,False
NEW_0069,OUT,2026-04-06,6,morning,2026-04-06 06:15:00.000,2026-04-06 07:11:28.800,56.48,4.55,1,False,False
NEW_0067,OUT,2026-04-06,11,morning,2026-04-06 06:15:00.000,2026-04-06 07:42:48.600,87.81,63.64,14,False,False
NEW_0068,OUT,2026-04-06,3,morning,2026-04-06 06:30:00.000,2026-04-06 10:46:51.600,256.86,9.09,2,False,False
NEW_0066,OUT,2026-04-06,5,morning,2026-04-06 06:39:43.800,2026-04-06 11:33:19.200,293.59,72.73,16,False,False
NEW_0011,IN,2026-04-06,13,morning,2026-04-06 07:00:00.000,2026-04-06 08:30:12.600,90.21,36.36,8,False,False
NEW_0005,MIXED,2026-04-06,10,morning,2026-04-06 07:15:00.000,2026-04-06 11:36:47.400,261.79,77.27,26,False,False
NEW_0013,IN,2026-04-06,4,morning,2026-04-06 07:30:00.000,2026-04-06 11:29:35.400,239.59,63.64,14,False,False
NEW_0009,IN,2026-04-06,6,morning,2026-04-06 07:45:00.000,2026-04-06 08:43:27.000,58.45,40.91,9,False,False
NEW_0010,IN,2026-04-06,2,morning,2026-04-06 08:15:00.000,2026-04-06 09:26:49.200,71.82,40.91,9,False,False
NEW_0008,MIXED,2026-04-06,11,morning,2026-04-06 08:15:00.000,2026-04-06 09:31:07.800,76.13,59.09,14,False,False
NEW_0004,IN,2026-04-06,12,morning,2026-04-06 08:30:00.000,2026-04-06 09:13:24.000,43.4,72.73,16,False,False
NEW_0012,IN,2026-04-06,13,morning,2026-04-06 09:00:12.600,2026-04-06 10:17:45.600,77.55,45.45,10,False,False
NEW_0017,IN,2026-04-06,6,morning,2026-04-06 09:30:00.000,2026-04-06 10:55:21.600,85.36,54.55,12,False,False
NEW_0019,IN,2026-04-06,12,morning,2026-04-06 09:43:24.000,2026-04-06 10:52:53.400,69.49,50.0,11,False,False
NEW_0016,IN,2026-04-06,9,morning,2026-04-06 10:15:00.000,2026-04-06 11:15:22.800,60.38,50.0,11,False,False
NEW_0018,IN,2026-04-06,11,morning,2026-04-06 10:15:00.000,2026-04-06 11:22:13.800,67.23,50.0,11,False,False
NEW_0015,IN,2026-04-06,7,morning,2026-04-06 10:30:00.000,2026-04-06 11:13:13.200,43.22,50.0,11,False,False
NEW_0020,IN,2026-04-06,8,morning,2026-04-06 10:30:00.000,2026-04-06 11:19:02.400,49.04,36.36,8,False,False
NEW_0023,IN,2026-04-06,13,morning,2026-04-06 12:45:00.000,2026-04-06 14:24:17.400,99.29,77.27,17,False,False
NEW_0024,IN,2026-04-06,12,morning,2026-04-06 13:00:00.000,2026-04-06 13:53:26.400,53.44,9.09,2,True,False
NEW_0034,IN,2026-04-06,1,evening,2026-04-06 14:00:00.000,2026-04-06 18:40:49.200,280.82,54.55,12,False,True
NEW_0027,IN,2026-04-06,2,evening,2026-04-06 14:15:00.000,2026-04-06 18:29:58.800,254.98,86.36,19,False,True
NEW_0026,IN,2026-04-06,3,evening,2026-04-06 14:30:00.000,2026-04-06 16:24:51.000,114.85,54.55,12,False,True
NEW_0025,IN,2026-04-06,4,evening,2026-04-06 14:45:00.000,2026-04-06 16:16:30.600,91.51,45.45,10,False,True
NEW_0028,IN,2026-04-06,5,evening,2026-04-06 15:00:00.000,2026-04-06 18:17:12.600,197.21,86.36,19,False,True
NEW_0033,IN,2026-04-06,6,evening,2026-04-06 15:30:00.000,2026-04-06 19:20:45.000,230.75,50.0,11,False,True
NEW_0073,OUT,2026-04-06,7,evening,2026-04-06 16:00:00.000,2026-04-06 18:01:48.600,121.81,100.0,22,False,True
NEW_0030,MIXED,2026-04-06,8,evening,2026-04-06 16:30:00.000,2026-04-06 18:28:32.400,118.54,77.27,32,False,True
NEW_0043,IN,2026-04-06,9,evening,2026-04-06 16:30:00.000,2026-04-06 21:28:52.800,298.88,72.73,16,False,True
NEW_0031,MIXED,2026-04-06,10,evening,2026-04-06 16:45:00.000,2026-04-06 19:12:09.600,147.16,77.27,25,False,True
NEW_0029,IN,2026-04-06,11,evening,2026-04-06 17:00:00.000,2026-04-06 18:08:14.400,68.24,68.18,15,False,True
NEW_0036,IN,2026-04-06,12,evening,2026-04-06 17:15:00.000,2026-04-06 20:21:55.200,186.92,100.0,22,False,True
NEW_0032,IN,2026-04-06,13,evening,2026-04-06 17:15:00.000,2026-04-06 18:16:03.600,61.06,59.09,13,False,True
NEW_0074,OUT,2026-04-06,4,evening,2026-04-06 17:30:00.000,2026-04-06 19:15:58.800,105.98,54.55,12,False,True
NEW_0078,OUT,2026-04-06,3,evening,2026-04-06 18:00:00.000,2026-04-06 19:00:19.800,60.33,54.55,12,False,True
NEW_0077,OUT,2026-04-06,7,evening,2026-04-06 18:31:48.600,2026-04-06 19:36:03.600,64.25,45.45,10,False,True
NEW_0079,OUT,2026-04-06,11,evening,2026-04-06 18:38:14.400,2026-04-06 19:34:53.400,56.65,36.36,8,False,True
NEW_0038,MIXED,2026-04-06,13,evening,2026-04-06 18:46:03.600,2026-04-06 21:01:33.600,135.5,90.91,34,False,True
NEW_0042,MIXED,2026-04-06,5,evening,2026-04-06 18:47:12.600,2026-04-06 20:32:54.000,105.69,77.27,25,False,True
NEW_0041,MIXED,2026-04-06,8,evening,2026-04-06 18:58:32.400,2026-04-06 20:53:43.800,115.19,81.82,28,False,True
NEW_0039,MIXED,2026-04-06,2,evening,2026-04-06 19:00:00.000,2026-04-06 21:19:34.800,139.58,100.0,30,False,True
NEW_0037,MIXED,2026-04-06,1,evening,2026-04-06 19:15:00.000,2026-04-06 20:53:43.800,98.73,100.0,33,False,True
NEW_0040,IN,2026-04-06,3,evening,2026-04-06 19:30:19.800,2026-04-06 20:28:31.800,58.2,95.45,21,False,True
NEW_0045,IN,2026-04-06,10,evening,2026-04-06 19:45:00.000,2026-04-06 22:18:46.200,153.77,4.55,1,False,True
NEW_0082,OUT,2026-04-06,4,evening,2026-04-06 19:45:58.800,2026-04-07 00:03:54.600,257.93,40.91,9,True,True
NEW_0084,OUT,2026-04-06,7,evening,2026-04-06 20:30:00.000,2026-04-06 21:13:13.200,43.22,40.91,9,False,True
NEW_0083,OUT,2026-04-06,11,evening,2026-04-06 20:30:00.000,2026-04-07 01:11:54.000,281.9,45.45,10,False,True
NEW_0044,IN,2026-04-06,6,evening,2026-04-06 20:45:00.000,2026-04-06 22:20:35.400,95.59,45.45,10,False,True
NEW_0090,OUT,2026-04-06,12,evening,2026-04-06 21:30:00.000,2026-04-06 23:50:15.600,140.26,27.27,6,False,True
NEW_0092,OUT,2026-04-06,10,evening,2026-04-06 23:30:00.000,2026-04-07 00:46:14.400,76.24,68.18,15,False,True
NEW_0091,OUT,2026-04-06,13,evening,2026-04-06 23:30:00.000,2026-04-07 00:53:43.200,83.72,100.0,22,False,True
