trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,IN,2026-04-08,1,evening,2026-04-08 20:45:00.000,2026-04-09 00:08:13.200,203.22,40.91,9,False,True
NEW_0048,OUT,2026-04-09,1,morning,2026-04-09 00:15:00.000,2026-04-09 03:02:37.800,167.63,72.73,16,False,False
NEW_0049,OUT,2026-04-09,2,morning,2026-04-09 01:00:00.000,2026-04-09 02:32:33.000,92.55,68.18,15,False,False
NEW_0051,OUT,2026-04-09,3,morning,2026-04-09 01:00:00.000,2026-04-09 04:44:37.200,224.62,31.82,7,False,False
NEW_0050,OUT,2026-04-09,4,morning,2026-04-09 01:30:00.000,2026-04-09 02:48:09.000,78.15,72.73,16,False,False
NEW_0052,OUT,2026-04-09,5,morning,2026-04-09 03:00:00.000,2026-04-09 06:09:43.800,189.73,81.82,18,False,False
NEW_0057,OUT,2026-04-09,6,morning,2026-04-09 03:00:00.000,2026-04-09 04:19:18.000,79.3,77.27,17,False,False
NEW_0053,OUT,2026-04-09,7,morning,2026-04-09 03:00:00.000,2026-04-09 04:08:14.400,68.24,68.18,15,False,False
NEW_0054,OUT,2026-04-09,8,morning,2026-04-09 03:15:00.000,2026-04-09 03:59:02.400,44.04,95.45,21,False,False
NEW_0055,OUT,2026-04-09,9,morning,2026-04-09 03:15:00.000,2026-04-09 04:16:45.600,61.76,54.55,12,False,False
NEW_0056,OUT,2026-04-09,10,morning,2026-04-09 03:30:00.000,2026-04-09 04:33:35.400,63.59,59.09,13,False,False
NEW_0058,OUT,2026-04-09,11,morning,2026-04-09 03:30:00.000,2026-04-09 05:35:49.800,125.83,45.45,10,False,False
NEW_0060,OUT,2026-04-09,12,morning,2026-04-09 03:30:00.000,2026-04-09 06:39:42.600,189.71,4.55,1,False,False
NEW_0059,OUT,2026-04-09,4,morning,2026-04-09 04:00:00.000,2026-04-09 08:08:16.200,248.27,54.55,12,False,False
NEW_0002,MIXED,2026-04-09,13,morning,2026-04-09 04:00:00.000,2026-04-09 04:47:09.000,47.15,100.0,24,False,False
NEW_0011,IN,2026-04-09,2,morning,2026-04-09 04:15:00.000,2026-04-09 08:33:57.000,258.95,36.36,8,False,False
NEW_0003,IN,2026-04-09,8,morning,2026-04-09 04:30:00.000,2026-04-09 06:19:19.200,109.32,59.09,13,False,False
NEW_0006,IN,2026-04-09,7,morning,2026-04-09 04:45:00.000,2026-04-09 09:19:12.000,274.2,86.36,19,False,False
NEW_0061,OUT,2026-04-09,9,morning,2026-04-09 05:00:00.000,2026-04-09 08:06:15.600,186.26,100.0,22,False,False
NEW_0067,OUT,2026-04-09,1,morning,2026-04-09 05:30:00.000,2026-04-09 06:51:46.200,81.77,72.73,16,False,False
NEW_0066,OUT,2026-04-09,3,morning,2026-04-09 05:30:00.000,2026-04-09 06:32:01.200,62.02,90.91,20,False,False
NEW_0065,OUT,2026-04-09,6,morning,2026-04-09 05:30:00.000,2026-04-09 06:51:37.200,81.62,95.45,21,False,False
NEW_0064,OUT,2026-04-09,10,morning,2026-04-09 05:30:00.000,2026-04-09 06:47:33.600,77.56,100.0,22,False,False
NEW_0062,OUT,2026-04-09,13,morning,2026-04-09 05:30:00.000,2026-04-09 06:35:06.600,65.11,100.0,22,False,False
NEW_0070,OUT,2026-04-09,11,morning,2026-04-09 06:15:00.000,2026-04-09 07:46:12.000,91.2,63.64,14,False,False
NEW_0069,OUT,2026-04-09,5,morning,2026-04-09 06:39:43.800,2026-04-09 11:20:16.800,280.55,63.64,14,False,False
