duty_id,bus_id,service_date,rotation_tag,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0001,1,2026-04-08,evening,2026-04-08 20:45:00,2026-04-09 00:08:13.200,1,203.22,40.91,0,1,203.22,0.0,False
DUTY_0003,1,2026-04-09,morning,2026-04-09 00:15:00,2026-04-09 09:13:24.000,3,292.79999999999995,72.73,0,0,538.4,0.0,False
DUTY_0005,2,2026-04-09,morning,2026-04-09 01:00:00,2026-04-09 10:41:54.000,3,438.4,48.48333333333333,1,0,581.9,41.89999999999998,False
DUTY_0007,3,2026-04-09,morning,2026-04-09 01:00:00,2026-04-09 10:54:37.200,4,413.82,55.68249999999999,1,0,594.62,54.620000000000005,False
DUTY_0009,4,2026-04-09,morning,2026-04-09 01:30:00,2026-04-09 11:17:59.400,3,479.41,56.06333333333333,0,0,587.99,47.99000000000001,False
DUTY_0011,5,2026-04-09,morning,2026-04-09 03:00:00,2026-04-09 11:20:16.800,2,470.28,72.72999999999999,0,0,500.28,0.0,False
DUTY_0013,6,2026-04-09,morning,2026-04-09 03:00:00,2026-04-09 11:15:46.800,4,291.0,68.18,0,0,495.78,0.0,False
DUTY_0015,7,2026-04-09,morning,2026-04-09 03:00:00,2026-04-09 11:18:06.600,3,405.55,66.66333333333334,0,0,498.10999999999996,0.0,False
DUTY_0017,8,2026-04-09,morning,2026-04-09 03:15:00,2026-04-09 11:28:39.000,3,432.68999999999994,74.24000000000001,0,0,493.65,0.0,False
DUTY_0019,9,2026-04-09,morning,2026-04-09 03:15:00,2026-04-09 11:44:51.600,4,397.88,62.5,1,0,509.85999999999996,0.0,False
DUTY_0021,10,2026-04-09,morning,2026-04-09 03:30:00,2026-04-09 12:27:35.400,3,438.74,66.66666666666667,0,0,537.59,0.0,False
DUTY_0023,11,2026-04-09,morning,2026-04-09 03:30:00,2026-04-09 11:26:27.000,4,363.81,56.81999999999999,0,0,476.45,0.0,False
DUTY_0025,12,2026-04-09,morning,2026-04-09 03:30:00,2026-04-09 10:40:07.200,3,339.42,31.819999999999997,0,0,430.12,0.0,False
DUTY_0027,13,2026-04-09,morning,2026-04-09 04:00:00,2026-04-09 13:26:01.200,4,453.28000000000003,78.4075,0,0,566.02,26.019999999999982,False
DUTY_0002,1,2026-04-09,evening,2026-04-09 14:15:00,2026-04-09 20:53:43.800,2,353.71,100.0,0,2,398.72999999999996,0.0,False
DUTY_0004,2,2026-04-09,evening,2026-04-09 14:30:00,2026-04-09 21:05:57.600,3,266.96999999999997,60.60666666666666,0,3,395.96,0.0,False
DUTY_0006,3,2026-04-09,evening,2026-04-09 14:45:00,2026-04-09 21:30:52.200,3,272.38,50.00333333333333,0,3,405.87,0.0,False
DUTY_0008,4,2026-04-09,evening,2026-04-09 14:45:00,2026-04-09 19:27:29.400,1,282.49,36.36,0,1,282.49,0.0,False
DUTY_0010,5,2026-04-09,evening,2026-04-09 15:45:00,2026-04-09 20:46:24.600,2,271.40999999999997,88.63499999999999,0,2,301.40999999999997,0.0,False
DUTY_0012,6,2026-04-09,evening,2026-04-09 16:00:00,2026-04-09 21:33:50.400,2,267.46000000000004,40.905,0,2,333.84000000000003,0.0,False
DUTY_0014,7,2026-04-09,evening,2026-04-09 16:30:00,2026-04-09 20:27:55.200,2,205.72,86.36500000000001,0,2,237.92000000000002,0.0,False
DUTY_0016,8,2026-04-09,evening,2026-04-09 16:45:00,2026-04-09 20:27:01.800,2,192.03,90.91,0,2,222.03,0.0,False
DUTY_0018,9,2026-04-09,evening,2026-04-09 16:45:00,2026-04-09 21:22:58.200,1,277.97,54.55,0,1,277.97,0.0,False
DUTY_0020,10,2026-04-09,evening,2026-04-09 17:00:00,2026-04-10 01:11:50.400,3,409.60999999999996,60.60333333333333,0,3,491.84000000000003,0.0,False
DUTY_0022,11,2026-04-09,evening,2026-04-09 17:15:00,2026-04-10 01:04:17.400,2,362.43,100.0,0,2,469.29,0.0,False
DUTY_0024,12,2026-04-09,evening,2026-04-09 17:15:00,2026-04-10 00:53:53.400,3,334.32,66.66666666666667,0,3,458.89000000000004,0.0,False
DUTY_0026,13,2026-04-09,evening,2026-04-09 17:30:00,2026-04-10 00:02:05.400,3,285.23,54.546666666666674,0,3,392.09000000000003,0.0,False
