duty_id,bus_id,service_date,rotation_tag,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0001,1,2026-04-05,evening,2026-04-05 19:15:00,2026-04-06 00:14:22.200,1,299.37,40.91,0,1,299.37,0.0,False
DUTY_0003,1,2026-04-06,morning,2026-04-06 00:15:00,2026-04-06 06:54:09.600,2,251.79,84.09,0,0,399.15999999999997,0.0,False
DUTY_0005,2,2026-04-06,morning,2026-04-06 01:00:00,2026-04-06 09:26:49.200,3,230.86,66.66666666666667,0,0,506.82,0.0,False
DUTY_0007,3,2026-04-06,morning,2026-04-06 01:30:00,2026-04-06 10:46:51.600,3,427.13,59.09,0,0,556.86,16.860000000000014,False
DUTY_0009,4,2026-04-06,morning,2026-04-06 02:30:00,2026-04-06 11:29:35.400,2,490.67,54.545,0,0,539.59,0.0,False
DUTY_0011,5,2026-04-06,morning,2026-04-06 03:00:00,2026-04-06 11:33:19.200,2,483.31999999999994,77.275,0,0,513.32,0.0,False
DUTY_0013,6,2026-04-06,morning,2026-04-06 03:00:00,2026-04-06 10:55:21.600,5,320.38,55.455999999999996,0,0,475.35999999999996,0.0,False
DUTY_0015,7,2026-04-06,morning,2026-04-06 03:15:00,2026-04-06 11:13:13.200,3,385.32000000000005,80.30333333333333,0,0,478.22,0.0,False
DUTY_0017,8,2026-04-06,morning,2026-04-06 03:15:00,2026-04-06 11:19:02.400,3,372.42,68.18,0,0,484.04,0.0,False
DUTY_0019,9,2026-04-06,morning,2026-04-06 03:30:00,2026-04-06 11:15:22.800,3,374.91999999999996,59.093333333333334,0,0,465.38,0.0,False
DUTY_0021,10,2026-04-06,morning,2026-04-06 03:30:00,2026-04-06 11:36:47.400,3,388.66,75.75666666666666,0,0,486.79,0.0,False
DUTY_0023,11,2026-04-06,morning,2026-04-06 03:30:00,2026-04-06 11:22:13.800,4,354.23,55.682500000000005,0,0,472.22999999999996,0.0,False
DUTY_0025,12,2026-04-06,morning,2026-04-06 04:00:00,2026-04-06 13:53:26.400,4,401.15,43.1825,1,0,593.44,53.440000000000055,False
DUTY_0027,13,2026-04-06,morning,2026-04-06 04:30:00,2026-04-06 14:24:17.400,4,376.37,54.542500000000004,0,0,594.2900000000001,54.29000000000008,False
DUTY_0002,1,2026-04-06,evening,2026-04-06 14:00:00,2026-04-06 20:53:43.800,2,379.55,77.275,0,2,413.72999999999996,0.0,False
DUTY_0004,2,2026-04-06,evening,2026-04-06 14:15:00,2026-04-06 21:19:34.800,2,394.56,93.18,0,2,424.58,0.0,False
DUTY_0006,3,2026-04-06,evening,2026-04-06 14:30:00,2026-04-06 20:28:31.800,3,233.38,68.18333333333334,0,3,358.53,0.0,False
DUTY_0008,4,2026-04-06,evening,2026-04-06 14:45:00,2026-04-07 00:03:54.600,3,455.42,46.97,1,3,558.91,18.909999999999968,False
DUTY_0010,5,2026-04-06,evening,2026-04-06 15:00:00,2026-04-06 20:32:54.000,2,302.9,81.815,0,2,332.9,0.0,False
DUTY_0012,6,2026-04-06,evening,2026-04-06 15:30:00,2026-04-06 22:20:35.400,2,326.34000000000003,47.725,0,2,410.59000000000003,0.0,False
DUTY_0014,7,2026-04-06,evening,2026-04-06 16:00:00,2026-04-06 21:13:13.200,3,229.28,62.12,0,3,313.22,0.0,False
DUTY_0016,8,2026-04-06,evening,2026-04-06 16:30:00,2026-04-06 20:53:43.800,2,233.73000000000002,79.54499999999999,0,2,263.72999999999996,0.0,False
DUTY_0018,9,2026-04-06,evening,2026-04-06 16:30:00,2026-04-06 21:28:52.800,1,298.88,72.73,0,1,298.88,0.0,False
DUTY_0020,10,2026-04-06,evening,2026-04-06 16:45:00,2026-04-07 00:46:14.400,3,377.17,50.0,0,3,481.24,0.0,False
DUTY_0022,11,2026-04-06,evening,2026-04-06 17:00:00,2026-04-07 01:11:54.000,3,406.78999999999996,49.99666666666667,0,3,491.9,0.0,False
DUTY_0024,12,2026-04-06,evening,2026-04-06 17:15:00,2026-04-06 23:50:15.600,2,327.17999999999995,63.635,0,2,395.26,0.0,False
DUTY_0026,13,2026-04-06,evening,2026-04-06 17:15:00,2026-04-07 00:53:43.200,3,280.28,83.33333333333333,0,3,458.72,0.0,False
