trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,OUT,2026-04-12,1,morning,2026-04-12 00:00:00,2026-04-12 02:47:37.800,167.63,63.64,14,False,False
NEW_0003,OUT,2026-04-12,2,morning,2026-04-12 01:30:00,2026-04-12 03:26:02.400,116.04,90.91,20,False,False
NEW_0002,OUT,2026-04-12,3,morning,2026-04-12 01:30:00,2026-04-12 03:00:25.200,90.42,68.18,15,False,False
NEW_0004,OUT,2026-04-12,4,morning,2026-04-12 02:30:00,2026-04-12 06:14:37.200,224.62,31.82,7,False,False
NEW_0007,OUT,2026-04-12,5,morning,2026-04-12 03:00:00,2026-04-12 03:44:02.400,44.04,90.91,20,False,False
NEW_0011,OUT,2026-04-12,6,morning,2026-04-12 03:00:00,2026-04-12 04:21:06.600,81.11,63.64,14,False,False
NEW_0006,OUT,2026-04-12,7,morning,2026-04-12 03:15:00,2026-04-12 04:23:14.400,68.24,77.27,17,False,False
NEW_0005,OUT,2026-04-12,8,morning,2026-04-12 03:30:00,2026-04-12 06:39:43.800,189.73,86.36,19,False,False
NEW_0009,OUT,2026-04-12,9,morning,2026-04-12 03:30:00,2026-04-12 04:33:35.400,63.59,63.64,14,False,False
NEW_0008,OUT,2026-04-12,10,morning,2026-04-12 03:30:00,2026-04-12 04:31:34.200,61.57,50.0,11,False,False
NEW_0010,OUT,2026-04-12,11,morning,2026-04-12 03:30:00,2026-04-12 05:11:29.400,101.49,50.0,11,False,False
NEW_0012,OUT,2026-04-12,12,morning,2026-04-12 04:30:00,2026-04-12 08:23:23.400,233.39,54.55,12,False,False
NEW_0013,OUT,2026-04-12,13,morning,2026-04-12 04:30:00,2026-04-12 08:42:03.600,252.06,50.0,11,False,False
NEW_0019,OUT,2026-04-12,5,morning,2026-04-12 05:00:00,2026-04-12 06:02:01.200,62.02,86.36,19,False,False
NEW_0018,OUT,2026-04-12,7,morning,2026-04-12 05:00:00,2026-04-12 06:12:43.200,72.72,100.0,22,False,False
NEW_0014,OUT,2026-04-12,9,morning,2026-04-12 05:15:00,2026-04-12 05:54:01.800,39.03,95.45,21,False,False
NEW_0017,OUT,2026-04-12,2,morning,2026-04-12 05:30:00,2026-04-12 06:51:37.200,81.62,100.0,22,False,False
NEW_0020,OUT,2026-04-12,3,morning,2026-04-12 05:30:00,2026-04-12 07:08:36.000,98.6,68.18,15,False,False
NEW_0016,OUT,2026-04-12,6,morning,2026-04-12 05:30:00,2026-04-12 06:35:06.600,65.11,100.0,22,False,False
NEW_0015,OUT,2026-04-12,10,morning,2026-04-12 05:30:00,2026-04-12 08:36:15.600,186.26,100.0,22,False,False
NEW_0023,OUT,2026-04-12,1,morning,2026-04-12 06:30:00,2026-04-12 07:49:39.600,79.66,31.82,7,False,False
NEW_0021,OUT,2026-04-12,9,morning,2026-04-12 06:30:00,2026-04-12 07:56:48.000,86.8,54.55,12,False,False
NEW_0022,OUT,2026-04-12,11,morning,2026-04-12 06:30:00,2026-04-12 10:44:31.800,254.53,50.0,11,False,False
NEW_0024,OUT,2026-04-12,8,morning,2026-04-12 08:45:00,2026-04-12 09:37:58.200,52.97,18.18,4,False,False
NEW_0025,OUT,2026-04-12,1,evening,2026-04-12 17:00:00,2026-04-12 18:27:40.200,87.67,13.64,3,False,True
NEW_0026,OUT,2026-04-12,2,evening,2026-04-12 19:00:00,2026-04-12 21:33:46.200,153.77,4.55,1,False,True
