duty_id,bus_id,service_date,rotation_tag,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0001,1,2026-04-07,evening,2026-04-07 20:45:00,2026-04-08 00:08:13.200,1,203.22,27.27,0,1,203.22,0.0,False
DUTY_0003,1,2026-04-08,morning,2026-04-08 00:00:00,2026-04-08 09:15:19.800,3,375.89,71.21333333333332,0,0,555.33,15.330000000000041,False
DUTY_0005,2,2026-04-08,morning,2026-04-08 00:15:00,2026-04-08 08:39:18.000,4,339.61,79.545,0,0,504.3,0.0,False
DUTY_0007,3,2026-04-08,morning,2026-04-08 01:00:00,2026-04-08 10:48:14.400,3,435.39000000000004,40.910000000000004,1,0,588.24,48.24000000000001,False
DUTY_0009,4,2026-04-08,morning,2026-04-08 01:45:00,2026-04-08 11:17:40.800,3,473.73999999999995,51.51666666666667,0,0,572.6800000000001,32.680000000000064,False
DUTY_0011,5,2026-04-08,morning,2026-04-08 03:00:00,2026-04-08 11:26:27.000,4,406.37999999999994,63.6375,0,0,506.45,0.0,False
DUTY_0013,6,2026-04-08,morning,2026-04-08 03:00:00,2026-04-08 11:25:14.400,3,429.28,65.14999999999999,0,0,505.24,0.0,False
DUTY_0015,7,2026-04-08,morning,2026-04-08 03:00:00,2026-04-08 10:50:08.400,3,398.72999999999996,65.14999999999999,0,0,470.14000000000004,0.0,False
DUTY_0017,8,2026-04-08,morning,2026-04-08 03:00:00,2026-04-08 10:47:01.200,4,329.59999999999997,63.635,0,0,467.02000000000004,0.0,False
DUTY_0019,9,2026-04-08,morning,2026-04-08 03:00:00,2026-04-08 11:27:18.000,3,430.14,51.51666666666667,0,0,507.3,0.0,False
DUTY_0021,10,2026-04-08,morning,2026-04-08 03:15:00,2026-04-08 11:29:36.600,3,428.80999999999995,68.18,0,0,494.60999999999996,0.0,False
DUTY_0023,11,2026-04-08,morning,2026-04-08 03:30:00,2026-04-08 11:27:07.800,3,406.27000000000004,72.73,0,0,477.13,0.0,False
DUTY_0025,12,2026-04-08,morning,2026-04-08 03:30:00,2026-04-08 13:21:01.800,3,506.74,57.576666666666675,0,0,591.0300000000001,51.030000000000086,False
DUTY_0027,13,2026-04-08,morning,2026-04-08 03:30:00,2026-04-08 12:12:09.600,2,492.16,40.910000000000004,0,0,522.16,0.0,False
DUTY_0002,1,2026-04-08,evening,2026-04-08 14:30:00,2026-04-08 21:04:45.000,3,269.6,66.67,0,3,394.75,0.0,False
DUTY_0004,2,2026-04-08,evening,2026-04-08 14:30:00,2026-04-08 19:29:22.200,1,299.37,54.55,0,1,299.37,0.0,False
DUTY_0006,3,2026-04-08,evening,2026-04-08 15:00:00,2026-04-08 19:22:12.600,2,156.24,54.545,0,2,262.21,0.0,False
DUTY_0008,4,2026-04-08,evening,2026-04-08 15:00:00,2026-04-08 19:18:51.600,1,258.86,18.18,0,1,258.86,0.0,False
DUTY_0010,5,2026-04-08,evening,2026-04-08 16:15:00,2026-04-08 21:32:44.400,2,287.74,84.09,1,2,317.74,0.0,False
DUTY_0012,6,2026-04-08,evening,2026-04-08 16:30:00,2026-04-08 21:24:34.200,1,294.57,86.36,0,1,294.57,0.0,False
DUTY_0014,7,2026-04-08,evening,2026-04-08 16:30:00,2026-04-08 19:37:49.200,2,157.82,50.0,0,2,187.82000000000002,0.0,False
DUTY_0016,8,2026-04-08,evening,2026-04-08 17:00:00,2026-04-08 20:56:53.400,2,206.89,79.54499999999999,0,2,236.89,0.0,False
DUTY_0018,9,2026-04-08,evening,2026-04-08 17:00:00,2026-04-08 21:19:00.000,1,259.0,54.55,0,1,259.0,0.0,False
DUTY_0020,10,2026-04-08,evening,2026-04-08 17:15:00,2026-04-09 00:28:47.400,2,345.27000000000004,84.09,0,2,433.79,0.0,False
DUTY_0022,11,2026-04-08,evening,2026-04-08 17:15:00,2026-04-08 23:00:42.600,3,279.62,63.63666666666668,0,3,345.71,0.0,False
DUTY_0024,12,2026-04-08,evening,2026-04-08 17:15:00,2026-04-08 21:33:12.600,2,221.45,84.09,0,2,258.21,0.0,False
DUTY_0026,13,2026-04-08,evening,2026-04-08 17:30:00,2026-04-09 01:11:54.000,2,387.88,56.82,0,2,461.9,0.0,False
