trip_id,trip_type,service_date,bus_id,rotation_tag,planned_start_dt,planned_end_dt,trip_duration_min,occupancy_pct,assigned_passengers,rescued_by_delay,handover_flag
NEW_0001,IN,2026-04-07,1,evening,2026-04-07 20:45:00.000,2026-04-08 00:08:13.200,203.22,27.27,6,False,True
NEW_0049,OUT,2026-04-08,1,morning,2026-04-08 00:00:00.000,2026-04-08 04:05:19.800,245.33,68.18,15,False,False
NEW_0048,OUT,2026-04-08,2,morning,2026-04-08 00:15:00.000,2026-04-08 03:02:37.800,167.63,68.18,15,False,False
NEW_0050,OUT,2026-04-08,3,morning,2026-04-08 01:00:00.000,2026-04-08 02:30:25.200,90.42,50.0,11,False,False
NEW_0051,OUT,2026-04-08,4,morning,2026-04-08 01:45:00.000,2026-04-08 06:38:24.000,293.4,59.09,13,False,False
NEW_0052,OUT,2026-04-08,5,morning,2026-04-08 03:00:00.000,2026-04-08 06:09:43.800,189.73,90.91,20,False,False
NEW_0054,OUT,2026-04-08,6,morning,2026-04-08 03:00:00.000,2026-04-08 03:44:02.400,44.04,90.91,20,False,False
NEW_0056,OUT,2026-04-08,7,morning,2026-04-08 03:00:00.000,2026-04-08 04:03:35.400,63.59,63.64,14,False,False
NEW_0058,OUT,2026-04-08,8,morning,2026-04-08 03:00:00.000,2026-04-08 04:29:01.800,89.03,59.09,13,False,False
NEW_0059,OUT,2026-04-08,9,morning,2026-04-08 03:00:00.000,2026-04-08 07:35:01.200,275.02,50.0,11,False,False
NEW_0053,OUT,2026-04-08,10,morning,2026-04-08 03:15:00.000,2026-04-08 04:24:12.000,69.2,72.73,16,False,False
NEW_0055,OUT,2026-04-08,11,morning,2026-04-08 03:30:00.000,2026-04-08 04:36:43.800,66.73,63.64,14,False,False
NEW_0057,OUT,2026-04-08,12,morning,2026-04-08 03:30:00.000,2026-04-08 05:20:42.600,110.71,63.64,14,False,False
NEW_0060,OUT,2026-04-08,13,morning,2026-04-08 03:30:00.000,2026-04-08 07:20:22.200,230.37,9.09,2,False,False
NEW_0012,IN,2026-04-08,3,morning,2026-04-08 03:45:00.000,2026-04-08 08:41:43.800,296.73,22.73,5,False,False
NEW_0002,MIXED,2026-04-08,2,morning,2026-04-08 04:00:00.000,2026-04-08 04:47:09.000,47.15,100.0,24,False,False
NEW_0003,IN,2026-04-08,6,morning,2026-04-08 04:30:00.000,2026-04-08 06:19:19.200,109.32,59.09,13,False,False
NEW_0005,IN,2026-04-08,7,morning,2026-04-08 04:45:00.000,2026-04-08 09:19:12.000,274.2,86.36,19,False,False
NEW_0066,OUT,2026-04-08,10,morning,2026-04-08 05:00:00.000,2026-04-08 06:02:01.200,62.02,86.36,19,False,False
NEW_0061,OUT,2026-04-08,11,morning,2026-04-08 05:15:00.000,2026-04-08 09:57:24.600,282.41,100.0,22,False,False
NEW_0065,OUT,2026-04-08,1,morning,2026-04-08 05:30:00.000,2026-04-08 06:40:13.800,70.23,90.91,20,False,False
NEW_0064,OUT,2026-04-08,2,morning,2026-04-08 05:30:00.000,2026-04-08 06:40:31.800,70.53,100.0,22,False,False
NEW_0062,OUT,2026-04-08,8,morning,2026-04-08 05:30:00.000,2026-04-08 06:35:06.600,65.11,100.0,22,False,False
NEW_0068,OUT,2026-04-08,12,morning,2026-04-08 06:15:00.000,2026-04-08 08:17:12.000,122.2,59.09,13,False,False
NEW_0069,OUT,2026-04-08,10,morning,2026-04-08 06:32:01.200,2026-04-08 11:29:36.600,297.59,45.45,10,False,False
NEW_0070,OUT,2026-04-08,5,morning,2026-04-08 06:39:43.800,2026-04-08 08:06:31.800,86.8,27.27,6,False,False
NEW_0014,IN,2026-04-08,6,morning,2026-04-08 06:49:19.200,2026-04-08 11:25:14.400,275.92,45.45,10,False,False
NEW_0011,IN,2026-04-08,8,morning,2026-04-08 07:05:06.600,2026-04-08 08:43:33.000,98.44,36.36,8,False,False
NEW_0010,IN,2026-04-08,4,morning,2026-04-08 07:30:00.000,2026-04-08 08:42:39.600,72.66,40.91,9,False,False
NEW_0008,IN,2026-04-08,2,morning,2026-04-08 07:45:00.000,2026-04-08 08:39:18.000,54.3,50.0,11,False,False
NEW_0006,MIXED,2026-04-08,13,morning,2026-04-08 07:50:22.200,2026-04-08 12:12:09.600,261.79,72.73,23,False,False
NEW_0009,IN,2026-04-08,1,morning,2026-04-08 08:15:00.000,2026-04-08 09:15:19.800,60.33,54.55,12,False,False
NEW_0007,MIXED,2026-04-08,9,morning,2026-04-08 08:15:00.000,2026-04-08 09:37:49.200,82.82,63.64,16,False,False
NEW_0004,IN,2026-04-08,5,morning,2026-04-08 08:36:31.800,2026-04-08 09:19:55.800,43.4,72.73,16,False,False
NEW_0023,IN,2026-04-08,12,morning,2026-04-08 08:47:12.000,2026-04-08 13:21:01.800,273.83,50.0,11,False,False
NEW_0015,IN,2026-04-08,4,morning,2026-04-08 09:30:00.000,2026-04-08 11:17:40.800,107.68,54.55,12,False,False
NEW_0019,IN,2026-04-08,8,morning,2026-04-08 09:30:00.000,2026-04-08 10:47:01.200,77.02,59.09,13,False,False
NEW_0020,IN,2026-04-08,7,morning,2026-04-08 09:49:12.000,2026-04-08 10:50:08.400,60.94,45.45,10,False,False
NEW_0016,MIXED,2026-04-08,3,morning,2026-04-08 10:00:00.000,2026-04-08 10:48:14.400,48.24,50.0,13,True,False
NEW_0017,IN,2026-04-08,5,morning,2026-04-08 10:00:00.000,2026-04-08 11:26:27.000,86.45,63.64,14,False,False
NEW_0021,IN,2026-04-08,9,morning,2026-04-08 10:15:00.000,2026-04-08 11:27:18.000,72.3,40.91,9,False,False
NEW_0018,IN,2026-04-08,11,morning,2026-04-08 10:30:00.000,2026-04-08 11:27:07.800,57.13,54.55,12,False,False
NEW_0027,IN,2026-04-08,1,evening,2026-04-08 14:30:00.000,2026-04-08 16:24:51.000,114.85,63.64,14,False,True
NEW_0035,IN,2026-04-08,2,evening,2026-04-08 14:30:00.000,2026-04-08 19:29:22.200,299.37,54.55,12,False,True
NEW_0026,IN,2026-04-08,3,evening,2026-04-08 15:00:00.000,2026-04-08 16:14:01.800,74.03,40.91,9,False,True
NEW_0036,IN,2026-04-08,4,evening,2026-04-08 15:00:00.000,2026-04-08 19:18:51.600,258.86,18.18,4,False,True
NEW_0034,MIXED,2026-04-08,5,evening,2026-04-08 16:15:00.000,2026-04-08 19:16:31.800,181.53,68.18,23,False,True
NEW_0045,IN,2026-04-08,6,evening,2026-04-08 16:30:00.000,2026-04-08 21:24:34.200,294.57,86.36,19,False,True
NEW_0032,MIXED,2026-04-08,7,evening,2026-04-08 16:30:00.000,2026-04-08 18:04:51.600,94.86,59.09,25,False,True
NEW_0033,IN,2026-04-08,8,evening,2026-04-08 17:00:00.000,2026-04-08 18:19:18.000,79.3,77.27,17,False,True
NEW_0046,IN,2026-04-08,9,evening,2026-04-08 17:00:00.000,2026-04-08 21:19:00.000,259.0,54.55,12,False,True
NEW_0038,MIXED,2026-04-08,10,evening,2026-04-08 17:15:00.000,2026-04-08 21:46:28.800,271.48,100.0,31,False,True
NEW_0031,IN,2026-04-08,11,evening,2026-04-08 17:15:00.000,2026-04-08 18:18:35.400,63.59,72.73,16,False,True
NEW_0030,IN,2026-04-08,12,evening,2026-04-08 17:15:00.000,2026-04-08 18:23:14.400,68.24,68.18,15,False,True
NEW_0075,OUT,2026-04-08,13,evening,2026-04-08 17:30:00.000,2026-04-08 19:15:58.800,105.98,59.09,13,False,True
NEW_0078,OUT,2026-04-08,1,evening,2026-04-08 18:00:00.000,2026-04-08 19:12:33.600,72.56,54.55,12,False,True
NEW_0077,OUT,2026-04-08,3,evening,2026-04-08 18:00:00.000,2026-04-08 19:22:12.600,82.21,68.18,15,False,True
NEW_0079,OUT,2026-04-08,7,evening,2026-04-08 18:34:51.600,2026-04-08 19:37:49.200,62.96,40.91,9,False,True
NEW_0043,MIXED,2026-04-08,11,evening,2026-04-08 18:48:35.400,2026-04-08 20:53:54.600,125.32,100.0,36,False,True
NEW_0044,MIXED,2026-04-08,8,evening,2026-04-08 18:49:18.000,2026-04-08 20:56:53.400,127.59,81.82,29,False,True
NEW_0040,MIXED,2026-04-08,12,evening,2026-04-08 19:00:00.000,2026-04-08 21:33:12.600,153.21,100.0,30,False,True
NEW_0042,MIXED,2026-04-08,1,evening,2026-04-08 19:42:33.600,2026-04-08 21:04:45.000,82.19,81.82,27,False,True
NEW_0039,MIXED,2026-04-08,5,evening,2026-04-08 19:46:31.800,2026-04-08 21:32:44.400,106.21,100.0,34,True,True
NEW_0085,OUT,2026-04-08,13,evening,2026-04-08 20:30:00.000,2026-04-09 01:11:54.000,281.9,54.55,12,False,True
NEW_0092,OUT,2026-04-08,11,evening,2026-04-08 21:30:00.000,2026-04-08 23:00:42.600,90.71,18.18,4,False,True
NEW_0094,OUT,2026-04-08,10,evening,2026-04-08 23:15:00.000,2026-04-09 00:28:47.400,73.79,68.18,15,False,True
