duty_id,bus_id,service_date,rotation_tag,first_trip_start_dt,last_trip_end_dt,trip_count,trip_minutes,avg_occupancy_pct,rescued_trip_count,handover_trip_count,duty_span_min,overtime_min,over_10h_flag
DUTY_0002,1,2026-04-12,morning,2026-04-12 00:00:00,2026-04-12 07:49:39.600,2,247.29,47.730000000000004,0,0,469.65999999999997,0.0,False
DUTY_0004,2,2026-04-12,morning,2026-04-12 01:30:00,2026-04-12 06:51:37.200,2,197.66000000000003,95.455,0,0,321.62,0.0,False
DUTY_0005,3,2026-04-12,morning,2026-04-12 01:30:00,2026-04-12 07:08:36.000,2,189.01999999999998,68.18,0,0,338.6,0.0,False
DUTY_0006,4,2026-04-12,morning,2026-04-12 02:30:00,2026-04-12 06:14:37.200,1,224.62,31.82,0,0,224.62,0.0,False
DUTY_0007,5,2026-04-12,morning,2026-04-12 03:00:00,2026-04-12 06:02:01.200,2,106.06,88.63499999999999,0,0,182.02,0.0,False
DUTY_0008,6,2026-04-12,morning,2026-04-12 03:00:00,2026-04-12 06:35:06.600,2,146.22,81.82,0,0,215.11,0.0,False
DUTY_0009,7,2026-04-12,morning,2026-04-12 03:15:00,2026-04-12 06:12:43.200,2,140.95999999999998,88.63499999999999,0,0,177.72,0.0,False
DUTY_0010,8,2026-04-12,morning,2026-04-12 03:30:00,2026-04-12 09:37:58.200,2,242.7,52.269999999999996,0,0,367.97,0.0,False
DUTY_0011,9,2026-04-12,morning,2026-04-12 03:30:00,2026-04-12 07:56:48.000,3,189.42000000000002,71.21333333333332,0,0,266.8,0.0,False
DUTY_0012,10,2026-04-12,morning,2026-04-12 03:30:00,2026-04-12 08:36:15.600,2,247.82999999999998,75.0,0,0,306.26,0.0,False
DUTY_0013,11,2026-04-12,morning,2026-04-12 03:30:00,2026-04-12 10:44:31.800,2,356.02,50.0,0,0,434.53,0.0,False
DUTY_0014,12,2026-04-12,morning,2026-04-12 04:30:00,2026-04-12 08:23:23.400,1,233.39,54.55,0,0,233.39,0.0,False
DUTY_0015,13,2026-04-12,morning,2026-04-12 04:30:00,2026-04-12 08:42:03.600,1,252.06,50.0,0,0,252.06,0.0,False
DUTY_0001,1,2026-04-12,evening,2026-04-12 17:00:00,2026-04-12 18:27:40.200,1,87.67,13.64,0,1,87.67,0.0,False
DUTY_0003,2,2026-04-12,evening,2026-04-12 19:00:00,2026-04-12 21:33:46.200,1,153.77,4.55,0,1,153.77,0.0,False
